"x"	"col"	"sp"	"size"	"tag"
"350"	11176103.5	11286504.5	"Flamingo (Mirandornithes)"	6265	"chr4"
"351"	11188282.5	11297578.5	"Flamingo (Mirandornithes)"	11555	"chr4"
"352"	11198910	11306906	"Flamingo (Mirandornithes)"	6472	"chr4"
"353"	11207703.5	11315811	"Flamingo (Mirandornithes)"	9142	"chr4"
"354"	11230893	11336879	"Flamingo (Mirandornithes)"	25162	"chr4"
"355"	11253332	11360004.5	"Flamingo (Mirandornithes)"	5283	"chr4"
"356"	11274006	11381681	"Flamingo (Mirandornithes)"	5528	"chr4"
"357"	11288923	11398124	"Flamingo (Mirandornithes)"	22128	"chr4"
"358"	11321399.5	11430133.5	"Flamingo (Mirandornithes)"	38255	"chr4"
"359"	11348456.5	11455826.5	"Flamingo (Mirandornithes)"	8577	"chr4"
"360"	11376709	11483718.5	"Flamingo (Mirandornithes)"	6423	"chr4"
"361"	11384960	11493087.5	"Flamingo (Mirandornithes)"	10309	"chr4"
"362"	11394948	11503221.5	"Flamingo (Mirandornithes)"	9195	"chr4"
"363"	11418131	11520411	"Flamingo (Mirandornithes)"	10728	"chr4"
"364"	11451890	11552128	"Flamingo (Mirandornithes)"	50766	"chr4"
"365"	11491114	11590594.5	"Flamingo (Mirandornithes)"	13977	"chr4"
"366"	11504083	11604110	"Flamingo (Mirandornithes)"	10632	"chr4"
"367"	11518344	11618028.5	"Flamingo (Mirandornithes)"	8635	"chr4"
"368"	11528042	11628003	"Flamingo (Mirandornithes)"	6988	"chr4"
"369"	11560550.5	11662908	"Flamingo (Mirandornithes)"	16162	"chr4"
"370"	11572476	11675008.5	"Flamingo (Mirandornithes)"	7105	"chr4"
"371"	11584251.5	11687153	"Flamingo (Mirandornithes)"	10028	"chr4"
"372"	11593210.5	11696325.5	"Flamingo (Mirandornithes)"	7117	"chr4"
"373"	11612948.5	11715970.5	"Flamingo (Mirandornithes)"	16317	"chr4"
"374"	11625216	11728300.5	"Flamingo (Mirandornithes)"	7341	"chr4"
"375"	11638852.5	11743797.5	"Flamingo (Mirandornithes)"	6075	"chr4"
"376"	11668972.5	11772941.5	"Flamingo (Mirandornithes)"	51019	"chr4"
"377"	11709659	11811101.5	"Flamingo (Mirandornithes)"	15261	"chr4"
"378"	11723458.5	11825129	"Flamingo (Mirandornithes)"	11332	"chr4"
"379"	11744556.5	11848606.5	"Flamingo (Mirandornithes)"	19663	"chr4"
"380"	11764469.5	11868790.5	"Flamingo (Mirandornithes)"	11391	"chr4"
"381"	11784790	11888351.5	"Flamingo (Mirandornithes)"	26321	"chr4"
"382"	11817481.5	11916760.5	"Flamingo (Mirandornithes)"	30031	"chr4"
"383"	11839497.5	11938915	"Flamingo (Mirandornithes)"	12310	"chr4"
"384"	11854016	11953514.5	"Flamingo (Mirandornithes)"	16043	"chr4"
"385"	11874572	11979777.5	"Flamingo (Mirandornithes)"	14795	"chr4"
"386"	11886031	11991556.5	"Flamingo (Mirandornithes)"	7315	"chr4"
"387"	11899726.5	12005493.5	"Flamingo (Mirandornithes)"	19599	"chr4"
"388"	11917572	12023623	"Flamingo (Mirandornithes)"	9552	"chr4"
"389"	11950692.5	12057787.5	"Flamingo (Mirandornithes)"	56657	"chr4"
"390"	11984414.5	12092889.5	"Flamingo (Mirandornithes)"	10649	"chr4"
"391"	11996531.5	12106029.5	"Flamingo (Mirandornithes)"	13369	"chr4"
"392"	12011429.5	12123582	"Flamingo (Mirandornithes)"	7024	"chr4"
"393"	12019613	12133234	"Flamingo (Mirandornithes)"	6106	"chr4"
"394"	12029375.5	12141983	"Flamingo (Mirandornithes)"	10872	"chr4"
"395"	12046317.5	12158512	"Flamingo (Mirandornithes)"	20810	"chr4"
"396"	12082130.5	12194606	"Flamingo (Mirandornithes)"	31810	"chr4"
"397"	12112489	12226659	"Flamingo (Mirandornithes)"	15594	"chr4"
"398"	12132428.5	12246167	"Flamingo (Mirandornithes)"	21776	"chr4"
"399"	12161995	12271806.5	"Flamingo (Mirandornithes)"	28791	"chr4"
"400"	12179932.5	12291139	"Flamingo (Mirandornithes)"	5576	"chr4"
"401"	12190840.5	12302821	"Flamingo (Mirandornithes)"	16200	"chr4"
"402"	12209739	12322094	"Flamingo (Mirandornithes)"	21428	"chr4"
"403"	12240693.5	12352227.5	"Flamingo (Mirandornithes)"	12189	"chr4"
"404"	12254579.5	12366436	"Flamingo (Mirandornithes)"	14960	"chr4"
"405"	12278632.5	12391907	"Flamingo (Mirandornithes)"	19126	"chr4"
"406"	12299175.5	12412492.5	"Flamingo (Mirandornithes)"	11087	"chr4"
"407"	12313340.5	12426522.5	"Flamingo (Mirandornithes)"	16199	"chr4"
"408"	12329003.5	12441606.5	"Flamingo (Mirandornithes)"	13435	"chr4"
"409"	12371069.5	12481912.5	"Flamingo (Mirandornithes)"	9671	"chr4"
"410"	12382993	12492717.5	"Flamingo (Mirandornithes)"	11131	"chr4"
"411"	12393640	12501953	"Flamingo (Mirandornithes)"	6732	"chr4"
"412"	12408960.5	12516785	"Flamingo (Mirandornithes)"	14196	"chr4"
"413"	12535230	12640923	"Flamingo (Mirandornithes)"	42444	"chr4"
"414"	12575801	12682996	"Flamingo (Mirandornithes)"	5378	"chr4"
"415"	12614781	12724137.5	"Flamingo (Mirandornithes)"	63795	"chr4"
"416"	12654381.5	12763167.5	"Flamingo (Mirandornithes)"	13161	"chr4"
"417"	12676313	12785296	"Flamingo (Mirandornithes)"	14228	"chr4"
"418"	12704980	12817732.5	"Flamingo (Mirandornithes)"	37621	"chr4"
"419"	12746004.5	12855007.5	"Flamingo (Mirandornithes)"	6887	"chr4"
"420"	12775817.5	12885774.5	"Flamingo (Mirandornithes)"	23845	"chr4"
"421"	12898675	12999696.5	"Flamingo (Mirandornithes)"	203999	"chr4"
"422"	13018406.5	13114007.5	"Flamingo (Mirandornithes)"	5055	"chr4"
"423"	13046599.5	13141814	"Flamingo (Mirandornithes)"	49788	"chr4"
"424"	13076555.5	13171601	"Flamingo (Mirandornithes)"	9384	"chr4"
"425"	13084998.5	13180630.5	"Flamingo (Mirandornithes)"	7301	"chr4"
"426"	13094712.5	13190617	"Flamingo (Mirandornithes)"	11482	"chr4"
"427"	13112391.5	13207949.5	"Flamingo (Mirandornithes)"	22265	"chr4"
"428"	13136948.5	13232849.5	"Flamingo (Mirandornithes)"	25245	"chr4"
"429"	13155983.5	13251813	"Flamingo (Mirandornithes)"	12186	"chr4"
"430"	13178291	13274900.5	"Flamingo (Mirandornithes)"	31379	"chr4"
"431"	13215015	13310908.5	"Flamingo (Mirandornithes)"	29123	"chr4"
"432"	13240660.5	13335136	"Flamingo (Mirandornithes)"	18032	"chr4"
"433"	13254569	13350782	"Flamingo (Mirandornithes)"	9190	"chr4"
"434"	13274062.5	13370310	"Flamingo (Mirandornithes)"	21596	"chr4"
"435"	13297225	13388365.5	"Flamingo (Mirandornithes)"	13481	"chr4"
"436"	13323803.5	13414794.5	"Flamingo (Mirandornithes)"	38363	"chr4"
"437"	13353236.5	13442078.5	"Flamingo (Mirandornithes)"	14863	"chr4"
"438"	13364555	13453965.5	"Flamingo (Mirandornithes)"	7631	"chr4"
"439"	13383024.5	13472315	"Flamingo (Mirandornithes)"	27732	"chr4"
"440"	13419992.5	13507377	"Flamingo (Mirandornithes)"	37388	"chr4"
"441"	13445688	13532118	"Flamingo (Mirandornithes)"	10526	"chr4"
"442"	13458721	13545409	"Flamingo (Mirandornithes)"	14880	"chr4"
"443"	13486399	13573099.5	"Flamingo (Mirandornithes)"	39801	"chr4"
"444"	13510828.5	13597353.5	"Flamingo (Mirandornithes)"	8183	"chr4"
"445"	13519964.5	13606912.5	"Flamingo (Mirandornithes)"	9517	"chr4"
"446"	13531683	13621522.5	"Flamingo (Mirandornithes)"	5459	"chr4"
"447"	13546848	13648966	"Flamingo (Mirandornithes)"	18750	"chr4"
"448"	13581121.5	13681083	"Flamingo (Mirandornithes)"	45404	"chr4"
"449"	13630477	13732563.5	"Flamingo (Mirandornithes)"	19803	"chr4"
"450"	13675390.5	13777367	"Flamingo (Mirandornithes)"	68022	"chr4"
"451"	13721815.5	13823005	"Flamingo (Mirandornithes)"	22748	"chr4"
"452"	13748822.5	13850314	"Flamingo (Mirandornithes)"	30516	"chr4"
"453"	13770218.5	13871926	"Flamingo (Mirandornithes)"	12226	"chr4"
"454"	13786394	13888514.5	"Flamingo (Mirandornithes)"	19975	"chr4"
"455"	13799750.5	13902151	"Flamingo (Mirandornithes)"	6772	"chr4"
"456"	13818478	13921341	"Flamingo (Mirandornithes)"	30268	"chr4"
"457"	13847740.5	13954595	"Flamingo (Mirandornithes)"	27860	"chr4"
"458"	13864834	13971351.5	"Flamingo (Mirandornithes)"	5171	"chr4"
"459"	13881062	13987442	"Flamingo (Mirandornithes)"	14102	"chr4"
"460"	13892060.5	13998371	"Flamingo (Mirandornithes)"	6590	"chr4"
"461"	13908360	14014415.5	"Flamingo (Mirandornithes)"	15721	"chr4"
"462"	13919508	14026690	"Flamingo (Mirandornithes)"	5436	"chr4"
"463"	13933970	14040167	"Flamingo (Mirandornithes)"	20100	"chr4"
"464"	13951655	14059488	"Flamingo (Mirandornithes)"	12340	"chr4"
"465"	13967105.5	14072845.5	"Flamingo (Mirandornithes)"	13899	"chr4"
"466"	13985154	14089090	"Flamingo (Mirandornithes)"	18182	"chr4"
"467"	14026491	14129085.5	"Flamingo (Mirandornithes)"	21077	"chr4"
"468"	14055175	14155501	"Flamingo (Mirandornithes)"	30930	"chr4"
"469"	14081985	14182093	"Flamingo (Mirandornithes)"	21072	"chr4"
"470"	14098315	14198919	"Flamingo (Mirandornithes)"	11386	"chr4"
"471"	14116808	14217454	"Flamingo (Mirandornithes)"	25140	"chr4"
"472"	14138021.5	14239475.5	"Flamingo (Mirandornithes)"	16597	"chr4"
"473"	14178884	14280490.5	"Flamingo (Mirandornithes)"	12485	"chr4"
"474"	14193012	14296463	"Flamingo (Mirandornithes)"	6980	"chr4"
"475"	14204867	14308561.5	"Flamingo (Mirandornithes)"	6387	"chr4"
"476"	14230686	14332023	"Flamingo (Mirandornithes)"	39904	"chr4"
"477"	14265002	14369761	"Flamingo (Mirandornithes)"	17618	"chr4"
"478"	14298733.5	14403808	"Flamingo (Mirandornithes)"	47964	"chr4"
"479"	14337635.5	14441269.5	"Flamingo (Mirandornithes)"	21713	"chr4"
"480"	14358128	14461821.5	"Flamingo (Mirandornithes)"	7873	"chr4"
"481"	14373727	14477027	"Flamingo (Mirandornithes)"	20482	"chr4"
"482"	14388385	14491132.5	"Flamingo (Mirandornithes)"	6999	"chr4"
"483"	14428537.5	14535735	"Flamingo (Mirandornithes)"	7400	"chr4"
"484"	14436858.5	14546135	"Flamingo (Mirandornithes)"	8676	"chr4"
"485"	14458344.5	14567034	"Flamingo (Mirandornithes)"	31970	"chr4"
"486"	14483613	14591847	"Flamingo (Mirandornithes)"	10640	"chr4"
"487"	14526633	14634335.5	"Flamingo (Mirandornithes)"	72823	"chr4"
"488"	14574100.5	14682512.5	"Flamingo (Mirandornithes)"	15043	"chr4"
"489"	14590918	14699728.5	"Flamingo (Mirandornithes)"	18227	"chr4"
"490"	14608692	14718363	"Flamingo (Mirandornithes)"	16144	"chr4"
"491"	14635062	14743780	"Flamingo (Mirandornithes)"	9448	"chr4"
"492"	14654713.5	14763035.5	"Flamingo (Mirandornithes)"	21193	"chr4"
"493"	14673841	14781492	"Flamingo (Mirandornithes)"	14260	"chr4"
"494"	14688270	14795331.5	"Flamingo (Mirandornithes)"	11249	"chr4"
"495"	14701477	14810062.5	"Flamingo (Mirandornithes)"	15171	"chr4"
"496"	14715223.5	14824038	"Flamingo (Mirandornithes)"	12244	"chr4"
"497"	14727322.5	14837043	"Flamingo (Mirandornithes)"	11558	"chr4"
"498"	14744335	14857276	"Flamingo (Mirandornithes)"	9936	"chr4"
"499"	14761600.5	14874731	"Flamingo (Mirandornithes)"	24252	"chr4"
"500"	14782430.5	14895754	"Flamingo (Mirandornithes)"	6700	"chr4"
"501"	14847328.5	14959485	"Flamingo (Mirandornithes)"	56176	"chr4"
"502"	14879760.5	14991684.5	"Flamingo (Mirandornithes)"	7179	"chr4"
"503"	14942431.5	15052461	"Flamingo (Mirandornithes)"	113758	"chr4"
"504"	15012714.5	15121744.5	"Flamingo (Mirandornithes)"	14271	"chr4"
"505"	15029193.5	15139580.5	"Flamingo (Mirandornithes)"	13097	"chr4"
"506"	15077863.5	15191086.5	"Flamingo (Mirandornithes)"	8925	"chr4"
"507"	15094496.5	15207058	"Flamingo (Mirandornithes)"	22254	"chr4"
"508"	15115185.5	15227593.5	"Flamingo (Mirandornithes)"	15937	"chr4"
"509"	15188527	15304349	"Flamingo (Mirandornithes)"	124292	"chr4"
"510"	15320080.5	15438305	"Flamingo (Mirandornithes)"	132438	"chr4"
"511"	15401280.5	15514197.5	"Flamingo (Mirandornithes)"	13319	"chr4"
"512"	15410784	15524051	"Flamingo (Mirandornithes)"	5024	"chr4"
"513"	15420168	15533212.5	"Flamingo (Mirandornithes)"	12455	"chr4"
"514"	15453012.5	15561525.5	"Flamingo (Mirandornithes)"	16229	"chr4"
"515"	15464590.5	15573711.5	"Flamingo (Mirandornithes)"	6807	"chr4"
"516"	15471907	15583485	"Flamingo (Mirandornithes)"	5382	"chr4"
"517"	15481340	15593742	"Flamingo (Mirandornithes)"	6348	"chr4"
"518"	15498986	15602984.5	"Flamingo (Mirandornithes)"	5977	"chr4"
"519"	15528784.5	15630221	"Flamingo (Mirandornithes)"	5828	"chr4"
"520"	15542371	15644235	"Flamingo (Mirandornithes)"	20956	"chr4"
"521"	15558975	15658658.5	"Flamingo (Mirandornithes)"	7311	"chr4"
"522"	15580960	15679692.5	"Flamingo (Mirandornithes)"	23965	"chr4"
"523"	15597992	15696903.5	"Flamingo (Mirandornithes)"	8477	"chr4"
"524"	15614263.5	15714782	"Flamingo (Mirandornithes)"	12590	"chr4"
"525"	15635643	15736927	"Flamingo (Mirandornithes)"	28372	"chr4"
"526"	15672022.5	15772789.5	"Flamingo (Mirandornithes)"	24389	"chr4"
"527"	15693229.5	15793182.5	"Flamingo (Mirandornithes)"	14935	"chr4"
"528"	15719922.5	15815014	"Flamingo (Mirandornithes)"	27850	"chr4"
"529"	15744976.5	15838879.5	"Flamingo (Mirandornithes)"	6347	"chr4"
"530"	15765154	15856900	"Flamingo (Mirandornithes)"	9648	"chr4"
"531"	15784255.5	15877677	"Flamingo (Mirandornithes)"	25170	"chr4"
"532"	15815106	15906880.5	"Flamingo (Mirandornithes)"	32779	"chr4"
"533"	15840866.5	15930572.5	"Flamingo (Mirandornithes)"	9591	"chr4"
"534"	15857908	15944967.5	"Flamingo (Mirandornithes)"	8053	"chr4"
"535"	15881693.5	15970296	"Flamingo (Mirandornithes)"	13304	"chr4"
"536"	15946179	16035690.5	"Flamingo (Mirandornithes)"	75677	"chr4"
"537"	15996202.5	16087098.5	"Flamingo (Mirandornithes)"	13689	"chr4"
"538"	16017554.5	16107692	"Flamingo (Mirandornithes)"	19778	"chr4"
"539"	16034530	16124276	"Flamingo (Mirandornithes)"	12764	"chr4"
"540"	16072778	16162389	"Flamingo (Mirandornithes)"	21610	"chr4"
"541"	16099439	16190336	"Flamingo (Mirandornithes)"	21364	"chr4"
"542"	16132105	16221995.5	"Flamingo (Mirandornithes)"	40065	"chr4"
"543"	16157825.5	16247387	"Flamingo (Mirandornithes)"	9476	"chr4"
"544"	16173499.5	16262997	"Flamingo (Mirandornithes)"	20568	"chr4"
"545"	16191199	16281642	"Flamingo (Mirandornithes)"	14856	"chr4"
"546"	16202316	16293181	"Flamingo (Mirandornithes)"	7076	"chr4"
"547"	16216033.5	16306912	"Flamingo (Mirandornithes)"	7260	"chr4"
"548"	16232593	16323080.5	"Flamingo (Mirandornithes)"	24163	"chr4"
"549"	16264791	16354023	"Flamingo (Mirandornithes)"	37166	"chr4"
"550"	16298905.5	16387485.5	"Flamingo (Mirandornithes)"	28911	"chr4"
"551"	16320469.5	16408598	"Flamingo (Mirandornithes)"	12468	"chr4"
"552"	16332263	16420586	"Flamingo (Mirandornithes)"	10310	"chr4"
"553"	16343478	16431878.5	"Flamingo (Mirandornithes)"	11045	"chr4"
"554"	16352906.5	16441723.5	"Flamingo (Mirandornithes)"	5951	"chr4"
"555"	16382774	16471928	"Flamingo (Mirandornithes)"	46874	"chr4"
"556"	16410477	16499701.5	"Flamingo (Mirandornithes)"	6661	"chr4"
"557"	16428535.5	16516401.5	"Flamingo (Mirandornithes)"	12331	"chr4"
"558"	16442758	16529304	"Flamingo (Mirandornithes)"	6758	"chr4"
"559"	16451020	16538514	"Flamingo (Mirandornithes)"	8462	"chr4"
"560"	16470016	16557446	"Flamingo (Mirandornithes)"	28810	"chr4"
"561"	16497696	16585855	"Flamingo (Mirandornithes)"	25816	"chr4"
"562"	16518166.5	16606271	"Flamingo (Mirandornithes)"	12360	"chr4"
"563"	16534750	16622746	"Flamingo (Mirandornithes)"	19396	"chr4"
"564"	16565616.5	16682664.5	"Flamingo (Mirandornithes)"	5163	"chr4"
"565"	16582462.5	16699891	"Flamingo (Mirandornithes)"	24210	"chr4"
"566"	16606840	16724503.5	"Flamingo (Mirandornithes)"	23563	"chr4"
"567"	16625744	16743752.5	"Flamingo (Mirandornithes)"	13227	"chr4"
"568"	16650006.5	16767587.5	"Flamingo (Mirandornithes)"	33243	"chr4"
"569"	16674461	16792371	"Flamingo (Mirandornithes)"	13492	"chr4"
"570"	16696469	16814411.5	"Flamingo (Mirandornithes)"	29561	"chr4"
"571"	16721278.5	16839808	"Flamingo (Mirandornithes)"	18882	"chr4"
"572"	16769616	16887711	"Flamingo (Mirandornithes)"	76362	"chr4"
"573"	16825261	16942565	"Flamingo (Mirandornithes)"	32934	"chr4"
"574"	16865903	16983887	"Flamingo (Mirandornithes)"	48036	"chr4"
"575"	16906554.5	17025135	"Flamingo (Mirandornithes)"	33196	"chr4"
"576"	16945882.5	17064787.5	"Flamingo (Mirandornithes)"	45041	"chr4"
"577"	16998880.5	17117361.5	"Flamingo (Mirandornithes)"	59703	"chr4"
"578"	17038276.5	17159049.5	"Flamingo (Mirandornithes)"	8509	"chr4"
"579"	17066956	17186870.5	"Flamingo (Mirandornithes)"	9617	"chr4"
"580"	17081333	17203022.5	"Flamingo (Mirandornithes)"	6677	"chr4"
"581"	17090695	17213688.5	"Flamingo (Mirandornithes)"	12055	"chr4"
"582"	17119272	17242773	"Flamingo (Mirandornithes)"	44884	"chr4"
"583"	17153104	17277378	"Flamingo (Mirandornithes)"	15772	"chr4"
"584"	17164290.5	17289640	"Flamingo (Mirandornithes)"	6492	"chr4"
"585"	17179231	17304381	"Flamingo (Mirandornithes)"	22578	"chr4"
"586"	17204727	17330378.5	"Flamingo (Mirandornithes)"	10707	"chr4"
"587"	17520235.5	17661788.5	"Flamingo (Mirandornithes)"	628549	"chr4"
"588"	17852124	17998627	"Flamingo (Mirandornithes)"	41232	"chr4"
"589"	17913478.5	18064372	"Flamingo (Mirandornithes)"	53334	"chr4"
"590"	17975447.5	18123617.5	"Flamingo (Mirandornithes)"	41349	"chr4"
"591"	18031809.5	18180152	"Flamingo (Mirandornithes)"	66668	"chr4"
"592"	18070675	18216938	"Flamingo (Mirandornithes)"	6202	"chr4"
"593"	18086737.5	18234974	"Flamingo (Mirandornithes)"	18034	"chr4"
"594"	18099782.5	18248213	"Flamingo (Mirandornithes)"	7072	"chr4"
"595"	18119045	18266684	"Flamingo (Mirandornithes)"	26652	"chr4"
"596"	18143169	18291253	"Flamingo (Mirandornithes)"	17320	"chr4"
"597"	18157374	18304695.5	"Flamingo (Mirandornithes)"	8515	"chr4"
"598"	18166072	18313585.5	"Flamingo (Mirandornithes)"	5289	"chr4"
"599"	18174094.5	18321443.5	"Flamingo (Mirandornithes)"	9951	"chr4"
"600"	18192987	18339523	"Flamingo (Mirandornithes)"	25136	"chr4"
"601"	18213612	18359257	"Flamingo (Mirandornithes)"	12856	"chr4"
"602"	18226317	18372334	"Flamingo (Mirandornithes)"	9430	"chr4"
"603"	18237661.5	18382824	"Flamingo (Mirandornithes)"	10820	"chr4"
"604"	18255577	18401614.5	"Flamingo (Mirandornithes)"	18017	"chr4"
"605"	18272334	18418117	"Flamingo (Mirandornithes)"	12762	"chr4"
"606"	18291946.5	18440053	"Flamingo (Mirandornithes)"	7770	"chr4"
"607"	18316804.5	18464030.5	"Flamingo (Mirandornithes)"	8259	"chr4"
"608"	18351846	18504265.5	"Flamingo (Mirandornithes)"	21977	"chr4"
"609"	18371603.5	18520409	"Flamingo (Mirandornithes)"	7942	"chr4"
"610"	18379369	18528960.5	"Flamingo (Mirandornithes)"	6871	"chr4"
"611"	18390145	18540262.5	"Flamingo (Mirandornithes)"	14539	"chr4"
"612"	18408372	18559643	"Flamingo (Mirandornithes)"	10414	"chr4"
"613"	18424995.5	18577422	"Flamingo (Mirandornithes)"	22418	"chr4"
"614"	18441979.5	18595753.5	"Flamingo (Mirandornithes)"	11891	"chr4"
"615"	18465589.5	18621135.5	"Flamingo (Mirandornithes)"	35447	"chr4"
"616"	18490477	18647092	"Flamingo (Mirandornithes)"	14186	"chr4"
"617"	18507312.5	18665758.5	"Flamingo (Mirandornithes)"	18403	"chr4"
"618"	18546165	18702100.5	"Flamingo (Mirandornithes)"	53083	"chr4"
"619"	18589257.5	18735041	"Flamingo (Mirandornithes)"	11812	"chr4"
"620"	18597964.5	18744212	"Flamingo (Mirandornithes)"	5328	"chr4"
"621"	18607627.5	18754747	"Flamingo (Mirandornithes)"	7454	"chr4"
"622"	18618141.5	18768796.5	"Flamingo (Mirandornithes)"	6025	"chr4"
"623"	18627306	18779816.5	"Flamingo (Mirandornithes)"	5551	"chr4"
"624"	18660278.5	18813271.5	"Flamingo (Mirandornithes)"	29909	"chr4"
"625"	18724973.5	18884579.5	"Flamingo (Mirandornithes)"	5797	"chr4"
"626"	18731207.5	18890584.5	"Flamingo (Mirandornithes)"	5593	"chr4"
"627"	18762220	18918655	"Flamingo (Mirandornithes)"	48814	"chr4"
"628"	18805566.5	18961846	"Flamingo (Mirandornithes)"	35970	"chr4"
"629"	18853314.5	19010706	"Flamingo (Mirandornithes)"	12920	"chr4"
"630"	18883931	19042301.5	"Flamingo (Mirandornithes)"	46909	"chr4"
"631"	18917041.5	19075762	"Flamingo (Mirandornithes)"	18090	"chr4"
"632"	18937397.5	19095858.5	"Flamingo (Mirandornithes)"	21435	"chr4"
"633"	18965245	19124398	"Flamingo (Mirandornithes)"	32244	"chr4"
"634"	19021173.5	19184428	"Flamingo (Mirandornithes)"	39160	"chr4"
"635"	19054217.5	19217635.5	"Flamingo (Mirandornithes)"	25777	"chr4"
"636"	19077797.5	19240797.5	"Flamingo (Mirandornithes)"	19435	"chr4"
"637"	19090712.5	19269076	"Flamingo (Mirandornithes)"	5232	"chr4"
"638"	19106927	19287164.5	"Flamingo (Mirandornithes)"	25481	"chr4"
"639"	19122902	19303370	"Flamingo (Mirandornithes)"	6370	"chr4"
"640"	19132510.5	19313721	"Flamingo (Mirandornithes)"	12472	"chr4"
"641"	19142553.5	19324063.5	"Flamingo (Mirandornithes)"	6803	"chr4"
"642"	19179249	19357046	"Flamingo (Mirandornithes)"	18370	"chr4"
"643"	19207001	19372958.5	"Flamingo (Mirandornithes)"	10487	"chr4"
"644"	19222981.5	19386393	"Flamingo (Mirandornithes)"	15256	"chr4"
"645"	19235772.5	19398955.5	"Flamingo (Mirandornithes)"	7951	"chr4"
"646"	19246033.5	19408707.5	"Flamingo (Mirandornithes)"	10303	"chr4"
"647"	19258005	19420170	"Flamingo (Mirandornithes)"	12164	"chr4"
"648"	19288996.5	19454499.5	"Flamingo (Mirandornithes)"	13643	"chr4"
"649"	19303284	19470123.5	"Flamingo (Mirandornithes)"	10649	"chr4"
"650"	19321448	19489346.5	"Flamingo (Mirandornithes)"	6655	"chr4"
"651"	19333895	19500444.5	"Flamingo (Mirandornithes)"	8677	"chr4"
"652"	19341759.5	19508676.5	"Flamingo (Mirandornithes)"	6867	"chr4"
"653"	19357090	19524548	"Flamingo (Mirandornithes)"	23808	"chr4"
"654"	19375522	19543174	"Flamingo (Mirandornithes)"	11138	"chr4"
"655"	19400105.5	19563548	"Flamingo (Mirandornithes)"	7044	"chr4"
"656"	19410788.5	19571516.5	"Flamingo (Mirandornithes)"	7455	"chr4"
"657"	19442374.5	19602378.5	"Flamingo (Mirandornithes)"	29489	"chr4"
"658"	19467261	19627417	"Flamingo (Mirandornithes)"	18450	"chr4"
"659"	19479657.5	19640885.5	"Flamingo (Mirandornithes)"	5143	"chr4"
"660"	19486094.5	19647344.5	"Flamingo (Mirandornithes)"	6575	"chr4"
"661"	19496104.5	19657955	"Flamingo (Mirandornithes)"	11988	"chr4"
"662"	19513035.5	19675910	"Flamingo (Mirandornithes)"	20406	"chr4"
"663"	19528313	19690193.5	"Flamingo (Mirandornithes)"	7645	"chr4"
"664"	19545644	19707187.5	"Flamingo (Mirandornithes)"	25773	"chr4"
"665"	19571931	19733937	"Flamingo (Mirandornithes)"	25686	"chr4"
"666"	19591181.5	19752371	"Flamingo (Mirandornithes)"	9906	"chr4"
"667"	19609836	19766262	"Flamingo (Mirandornithes)"	12364	"chr4"
"668"	19631712	19789065	"Flamingo (Mirandornithes)"	23328	"chr4"
"669"	19652907.5	19810662	"Flamingo (Mirandornithes)"	15786	"chr4"
"670"	19691491.5	19850626	"Flamingo (Mirandornithes)"	42228	"chr4"
"671"	19721907	19877820.5	"Flamingo (Mirandornithes)"	5331	"chr4"
"672"	19773300.5	19932353.5	"Flamingo (Mirandornithes)"	67433	"chr4"
"673"	19830374.5	19988149.5	"Flamingo (Mirandornithes)"	12755	"chr4"
"674"	19842191	20001334.5	"Flamingo (Mirandornithes)"	10061	"chr4"
"675"	19853346.5	20013326.5	"Flamingo (Mirandornithes)"	11269	"chr4"
"676"	19874255	20034185	"Flamingo (Mirandornithes)"	28772	"chr4"
"677"	19900068	20060288.5	"Flamingo (Mirandornithes)"	21501	"chr4"
"678"	19920691	20081350	"Flamingo (Mirandornithes)"	19748	"chr4"
"679"	19958973.5	20123214	"Flamingo (Mirandornithes)"	35156	"chr4"
"680"	20001303.5	20157834	"Flamingo (Mirandornithes)"	29246	"chr4"
"681"	20028394	20185771.5	"Flamingo (Mirandornithes)"	24335	"chr4"
"682"	20100162	20256608.5	"Flamingo (Mirandornithes)"	74987	"chr4"
"683"	20192207.5	20349187.5	"Flamingo (Mirandornithes)"	29523	"chr4"
"684"	20223318.5	20380479	"Flamingo (Mirandornithes)"	29980	"chr4"
"685"	20253258.5	20411383.5	"Flamingo (Mirandornithes)"	29555	"chr4"
"686"	20282506	20440842	"Flamingo (Mirandornithes)"	28738	"chr4"
