species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Dove	CR_01	CR_01_A043	29759924	29859924	1.LR594554.2	20510594	20611681	+	0.62841	6	false	false
Sandgrouse	CR_01	CR_01_A043	29759924	29859924	pri.chr15	5423588	5520055	+	0.71671	8	false	false
Turaco	CR_01	CR_01_A043	29759924	29859924	pri.chr5	14090199	14193765	+	0.71176	8	false	false
Cuckoo	CR_01	CR_01_A043	29759924	29859924	pri.CM030640.1	66627299	66699304	-	0.64228	7	false	false
Stork	CR_01	CR_01_A044	29859924	29959924	pri.CM030196.1	70534369	70629240	+	0.52754	7	false	false
Flamingo	CR_01	CR_01_A044	29859924	29959924	pri.chr4	70686949	70778747	-	0.45405	6	false	false
Dove	CR_01	CR_01_A044	29859924	29959924	1.LR594554.2	20603592	20694958	+	0.54847	7	false	false
Sandgrouse	CR_01	CR_01_A044	29859924	29959924	pri.chr15	5334474	5436848	+	0.51016	7	false	false
Turaco	CR_01	CR_01_A044	29859924	29959924	pri.chr5	14184895	14281529	+	0.56179	7	false	false
Cuckoo	CR_01	CR_01_A044	29859924	29959924	pri.CM030640.1	66506799	66584612	-	0.30714	5	false	false
Stork	CR_01	CR_01_A045	29959924	30059924					0.17461	2	false	true
Flamingo	CR_01	CR_01_A045	29959924	30059924					0.11942	2	false	true
Dove	CR_01	CR_01_A045	29959924	30059924					0	0	false	true
Sandgrouse	CR_01	CR_01_A045	29959924	30059924	pri.chr15	5258500	5309953	+	0.32749	4	false	false
Turaco	CR_01	CR_01_A045	29959924	30059924	pri.chr5	14358258	14399823	+	0.20982	3	false	false
Cuckoo	CR_01	CR_01_A045	29959924	30059924					0.06364	1	false	true
Stork	CR_01	CR_01_A046	30059924	30159924	pri.CM030196.1	70278266	70383151	+	0.67068	7	false	false
Flamingo	CR_01	CR_01_A046	30059924	30159924	pri.chr4	70431902	70532427	-	0.60907	7	false	false
Dove	CR_01	CR_01_A046	30059924	30159924	1.LR594554.2	20850582	20949075	+	0.73432	8	false	false
Sandgrouse	CR_01	CR_01_A046	30059924	30159924	pri.chr15	5125163	5213959	+	0.72029	8	false	false
Turaco	CR_01	CR_01_A046	30059924	30159924	pri.chr5	14419806	14527613	+	0.81034	8	false	false
Cuckoo	CR_01	CR_01_A046	30059924	30159924	pri.CM030640.1	66271578	66369296	-	0.66183	7	false	false
Stork	CR_01	CR_01_A047	30159924	30259924	pri.CM030196.1	70175799	70264350	+	0.50012	6	false	false
Flamingo	CR_01	CR_01_A047	30159924	30259924	pri.chr4	70326567	70415233	-	0.46068	6	false	false
Dove	CR_01	CR_01_A047	30159924	30259924	1.LR594554.2	20958041	21063574	+	0.58784	7	false	false
Sandgrouse	CR_01	CR_01_A047	30159924	30259924	pri.chr15	5030449	5112848	+	0.45892	6	false	false
Turaco	CR_01	CR_01_A047	30159924	30259924	pri.chr5	14540467	14624834	+	0.49283	6	false	false
Cuckoo	CR_01	CR_01_A047	30159924	30259924	pri.CM030640.1	66167586	66255532	-	0.46772	6	false	false
Stork	CR_01	CR_01_A048	30259924	30359924	pri.CM030196.1	70020303	70129004	+	0.6193	9	false	false
Flamingo	CR_01	CR_01_A048	30259924	30359924	pri.chr4	70173860	70278802	-	0.45467	7	false	false
Dove	CR_01	CR_01_A048	30259924	30359924	1.LR594554.2	21087275	21194187	+	0.6738	9	false	false
Sandgrouse	CR_01	CR_01_A048	30259924	30359924	pri.chr15	4889484	4986668	+	0.61636	9	false	false
Turaco	CR_01	CR_01_A048	30259924	30359924	pri.chr5	14669189	14783323	+	0.57011	8	false	false
Cuckoo	CR_01	CR_01_A048	30259924	30359924	pri.CM030640.1	66013721	66111240	-	0.5232	8	false	false
Stork	CR_01	CR_01_A049	30359924	30459924	pri.CM030196.1	69900222	70029745	+	0.55787	8	false	false
Flamingo	CR_01	CR_01_A049	30359924	30459924	pri.chr4	70054689	70183202	-	0.57203	9	false	false
Dove	CR_01	CR_01_A049	30359924	30459924	1.LR594554.2	21184325	21308181	+	0.54695	7	false	false
Sandgrouse	CR_01	CR_01_A049	30359924	30459924	pri.chr15	4776546	4898835	+	0.5236	8	false	false
Turaco	CR_01	CR_01_A049	30359924	30459924	pri.chr5	14773216	14904182	+	0.56982	8	false	false
Cuckoo	CR_01	CR_01_A049	30359924	30459924	pri.CM030640.1	65901622	66023018	-	0.49422	7	false	false
Stork	CR_01	CR_01_A050	30459924	30559924	pri.CM030196.1	69744129	69912386	+	0.80132	4	false	false
Flamingo	CR_01	CR_01_A050	30459924	30559924	pri.chr4	69939995	70067003	-	0.55027	6	false	false
Dove	CR_01	CR_01_A050	30459924	30559924	1.LR594554.2	21289378	21423183	+	0.63312	7	false	false
Sandgrouse	CR_01	CR_01_A050	30459924	30559924	pri.chr15	4688063	4788399	+	0.46263	6	false	false
Turaco	CR_01	CR_01_A050	30459924	30559924	pri.chr5	14892041	15053853	+	0.80195	4	false	false
Cuckoo	CR_01	CR_01_A050	30459924	30559924	pri.CM030640.1	65743481	65908437	-	0.69265	3	false	false
Stork	CR_01	CR_01_A051	30559924	30659924	pri.CM030196.1	69562395	69863296	+	0.63209	2	false	false
Flamingo	CR_01	CR_01_A051	30559924	30659924	pri.chr4	69900436	69962889	-	0.36257	2	false	false
Dove	CR_01	CR_01_A051	30559924	30659924	1.LR594554.2	21399339	21453152	+	0.37258	3	false	false
Sandgrouse	CR_01	CR_01_A051	30559924	30659924	pri.chr15	4626641	4682165	+	0.35876	3	false	false
Turaco	CR_01	CR_01_A051	30559924	30659924	pri.chr5	14937155	15053853	+	0.54327	1	false	false
Cuckoo	CR_01	CR_01_A051	30559924	30659924	pri.CM030640.1	65665558	65860174	-	0.63208	2	false	false
Stork	CR_01	CR_01_A052	30659924	30759924	pri.CM030196.1	69505467	69639192	+	0.79711	5	false	false
Flamingo	CR_01	CR_01_A052	30659924	30759924	pri.chr4	69666124	69746689	-	0.4283	6	false	false
Dove	CR_01	CR_01_A052	30659924	30759924	1.LR594554.2	21571522	21666364	+	0.50567	7	false	false
Sandgrouse	CR_01	CR_01_A052	30659924	30759924	pri.chr15	4458654	4528154	+	0.50027	6	false	false
Turaco	CR_01	CR_01_A052	30659924	30759924	pri.chr5	15142047	15259455	+	0.48001	7	false	false
Cuckoo	CR_01	CR_01_A052	30659924	30759924	pri.CM030640.1	65568648	65695849	-	0.47287	6	false	false
Stork	CR_01	CR_01_A053	30759924	30859924	pri.CM030196.1	69408365	69522742	+	0.86474	9	false	false
Flamingo	CR_01	CR_01_A053	30759924	30859924	pri.chr4	69572520	69683207	-	0.87277	8	false	false
Dove	CR_01	CR_01_A053	30759924	30859924	1.LR594554.2	21649936	21755267	+	0.87837	9	false	false
Sandgrouse	CR_01	CR_01_A053	30759924	30859924	pri.chr15	4353416	4451249	+	0.77261	9	false	false
Turaco	CR_01	CR_01_A053	30759924	30859924	pri.chr5	15242045	15358477	+	0.92144	9	false	false
Cuckoo	CR_01	CR_01_A053	30759924	30859924	pri.CM030640.1	65459703	65573729	-	0.7034	8	false	false
Stork	CR_01	CR_01_A054	30859924	30959924	pri.CM030196.1	69305156	69416930	+	0.68535	8	false	false
Flamingo	CR_01	CR_01_A054	30859924	30959924	pri.chr4	69468910	69580677	-	0.68054	8	false	false
Dove	CR_01	CR_01_A054	30859924	30959924	1.LR594554.2	21746798	21844265	+	0.65314	7	false	false
Sandgrouse	CR_01	CR_01_A054	30859924	30959924	pri.chr15	4268498	4361811	+	0.56285	6	false	false
Turaco	CR_01	CR_01_A054	30859924	30959924	pri.chr5	15349907	15460945	+	0.76123	9	false	false
Cuckoo	CR_01	CR_01_A054	30859924	30959924	pri.CM030640.1	65373493	65469513	-	0.57022	7	false	false
Stork	CR_01	CR_01_A055	30959924	31059924	pri.CM030196.1	69181840	69313000	+	0.46419	6	false	false
Flamingo	CR_01	CR_01_A055	30959924	31059924	pri.chr4	69351931	69478764	-	0.50846	7	false	false
Dove	CR_01	CR_01_A055	30959924	31059924					0.12391	2	false	true
Sandgrouse	CR_01	CR_01_A055	30959924	31059924	pri.chr15	4160308	4262228	+	0.43319	5	false	false
Turaco	CR_01	CR_01_A055	30959924	31059924	pri.chr5	15450386	15579916	+	0.43423	6	false	false
Cuckoo	CR_01	CR_01_A055	30959924	31059924	pri.CM030640.1	65243988	65367028	-	0.34721	5	false	false
Stork	CR_01	CR_01_A056	31059924	31159924	pri.CM030196.1	69077135	69189921	+	0.6171	5	false	false
Flamingo	CR_01	CR_01_A056	31059924	31159924	pri.chr4	69249262	69360025	-	0.77199	7	false	false
Dove	CR_01	CR_01_A056	31059924	31159924	1.LR594554.2	22056055	22166692	+	0.74071	6	false	false
Sandgrouse	CR_01	CR_01_A056	31059924	31159924	pri.chr15	4054629	4140364	+	0.68186	8	false	false
Turaco	CR_01	CR_01_A056	31059924	31159924	pri.chr5	15571229	15683669	+	0.7707	7	false	false
Cuckoo	CR_01	CR_01_A056	31059924	31159924	pri.CM030640.1	65134073	65251313	-	0.58418	7	false	false
Stork	CR_01	CR_01_A057	31159924	31259924	pri.CM030196.1	68993989	69110019	+	0.65369	7	false	false
Flamingo	CR_01	CR_01_A057	31159924	31259924	pri.chr4	69164600	69282916	-	0.68939	8	false	false
Dove	CR_01	CR_01_A057	31159924	31259924	1.LR594554.2	22133900	22255834	+	0.53191	5	false	false
Sandgrouse	CR_01	CR_01_A057	31159924	31259924	pri.chr15	3969043	4046639	+	0.63555	8	false	false
Turaco	CR_01	CR_01_A057	31159924	31259924	pri.chr5	15651686	15768774	+	0.67871	7	false	false
Cuckoo	CR_01	CR_01_A057	31159924	31259924	pri.CM030640.1	64992034	65149871	-	0.7553	9	false	false
Stork	CR_01	CR_01_A058	31259924	31359924	pri.CM030196.1	68859742	68970575	+	0.88526	9	false	false
Flamingo	CR_01	CR_01_A058	31259924	31359924	pri.chr4	69031883	69143113	-	0.8054	10	false	false
Dove	CR_01	CR_01_A058	31259924	31359924	1.LR594554.2	22275404	22384077	+	0.72592	7	false	false
Sandgrouse	CR_01	CR_01_A058	31259924	31359924	pri.chr15	3837795	3944889	+	0.73905	9	false	false
Turaco	CR_01	CR_01_A058	31259924	31359924	pri.chr5	15791058	15901076	+	0.79059	7	false	false
Cuckoo	CR_01	CR_01_A058	31259924	31359924	pri.CM030640.1	64928777	65039042	-	0.74748	5	false	false
Stork	CR_01	CR_01_A059	31359924	31459924	pri.CM030196.1	68764113	68874283	+	0.70605	7	false	false
Flamingo	CR_01	CR_01_A059	31359924	31459924	pri.chr4	68935788	69046421	-	0.74551	7	false	false
Dove	CR_01	CR_01_A059	31359924	31459924	1.LR594554.2	22370161	22467610	+	0.71243	6	false	false
Sandgrouse	CR_01	CR_01_A059	31359924	31459924	pri.chr15	3749285	3851563	+	0.73992	7	false	false
Turaco	CR_01	CR_01_A059	31359924	31459924	pri.chr5	15885768	15997760	+	0.76774	7	false	false
Cuckoo	CR_01	CR_01_A059	31359924	31459924	pri.CM030640.1	64820310	64896736	-	0.56157	5	false	false
Stork	CR_01	CR_01_A060	31459924	31559924	pri.CM030196.1	68698060	68756166	+	0.48957	2	false	false
Flamingo	CR_01	CR_01_A060	31459924	31559924	pri.chr4	68874022	68927613	-	0.35095	2	false	false
Dove	CR_01	CR_01_A060	31459924	31559924	1.LR594554.2	22511806	22582073	+	0.35827	3	false	false
Sandgrouse	CR_01	CR_01_A060	31459924	31559924	pri.chr15	3695320	3745227	+	0.49896	2	false	false
Turaco	CR_01	CR_01_A060	31459924	31559924	pri.chr5	16005816	16090913	+	0.43227	3	false	false
Cuckoo	CR_01	CR_01_A060	31459924	31559924	pri.CM030640.1	64724186	64812580	-	0.6192	3	false	false
Stork	CR_01	CR_01_A061	31559924	31659924	pri.CM030196.1	68518191	68639577	+	0.508	7	false	false
Flamingo	CR_01	CR_01_A061	31559924	31659924	pri.chr4	68697606	68809899	-	0.49171	6	false	false
Dove	CR_01	CR_01_A061	31559924	31659924	1.LR594554.2	22609587	22711561	+	0.51721	6	false	false
Sandgrouse	CR_01	CR_01_A061	31559924	31659924	pri.chr15	3548838	3648178	+	0.46038	7	false	false
Turaco	CR_01	CR_01_A061	31559924	31659924	pri.chr5	16120612	16238611	+	0.50463	7	false	false
Cuckoo	CR_01	CR_01_A061	31559924	31659924	pri.CM030640.1	64582977	64693719	-	0.32483	4	false	false
Stork	CR_01	CR_01_A062	31659924	31759924	pri.CM030196.1	68421270	68525379	+	0.69935	6	false	false
Flamingo	CR_01	CR_01_A062	31659924	31759924	pri.chr4	68597482	68705291	-	0.59207	6	false	false
Dove	CR_01	CR_01_A062	31659924	31759924	1.LR594554.2	22739465	22824133	+	0.63996	5	false	false
Sandgrouse	CR_01	CR_01_A062	31659924	31759924	pri.chr15	3449176	3555968	+	0.60318	6	false	false
Turaco	CR_01	CR_01_A062	31659924	31759924	pri.chr5	16230731	16335252	+	0.71688	6	false	false
Cuckoo	CR_01	CR_01_A062	31659924	31759924	pri.CM030640.1	64473496	64590458	-	0.5647	7	false	false
Stork	CR_01	CR_01_A063	31759924	31859924	pri.CM030196.1	68305449	68401294	+	0.43736	4	false	false
Flamingo	CR_01	CR_01_A063	31759924	31859924	pri.chr4	68477461	68577543	-	0.44123	4	false	false
Dove	CR_01	CR_01_A063	31759924	31859924	1.LR594554.2	22839251	22920723	+	0.52713	5	false	false
Sandgrouse	CR_01	CR_01_A063	31759924	31859924	pri.chr15	3357026	3433861	+	0.51132	5	false	false
Turaco	CR_01	CR_01_A063	31759924	31859924	pri.chr5	16391416	16452536	+	0.37682	5	false	false
Cuckoo	CR_01	CR_01_A063	31759924	31859924	pri.CM030640.1	64383855	64480064	-	0.34687	4	false	false
Stork	CR_01	CR_01_A064	31859924	31959924	pri.CM030196.1	68181479	68316440	+	0.58815	8	false	false
Flamingo	CR_01	CR_01_A064	31859924	31959924	pri.chr4	68361209	68487705	-	0.51793	8	false	false
Dove	CR_01	CR_01_A064	31859924	31959924	1.LR594554.2	22909663	22975837	+	0.3237	5	false	false
Sandgrouse	CR_01	CR_01_A064	31859924	31959924	pri.chr15	3272608	3367121	+	0.59253	7	false	false
Turaco	CR_01	CR_01_A064	31859924	31959924	pri.chr5	16440703	16573523	+	0.53342	6	false	false
Cuckoo	CR_01	CR_01_A064	31859924	31959924	pri.CM030640.1	64294395	64377522	-	0.49793	6	false	false
Stork	CR_01	CR_01_A065	31959924	32059924	pri.CM030196.1	68057497	68186982	+	0.44225	8	false	false
Flamingo	CR_01	CR_01_A065	31959924	32059924	pri.chr4	68237201	68366895	-	0.37776	7	false	false
Dove	CR_01	CR_01_A065	31959924	32059924	1.LR594554.2	23077150	23174661	+	0.37925	6	false	false
Sandgrouse	CR_01	CR_01_A065	31959924	32059924	pri.chr15	3143765	3239923	+	0.3033	5	false	false
Turaco	CR_01	CR_01_A065	31959924	32059924	pri.chr5	16568122	16702000	+	0.31598	6	false	false
Cuckoo	CR_01	CR_01_A065	31959924	32059924					0.19303	3	false	true
Stork	CR_01	CR_01_A066	32059924	32159924	pri.CM030196.1	67936899	68056986	+	0.54089	7	false	false
Flamingo	CR_01	CR_01_A066	32059924	32159924	pri.chr4	68113449	68236690	-	0.62623	9	false	false
Dove	CR_01	CR_01_A066	32059924	32159924	1.LR594554.2	23174972	23287307	+	0.69377	9	false	false
Sandgrouse	CR_01	CR_01_A066	32059924	32159924	pri.chr15	3029935	3143390	+	0.70914	8	false	false
Turaco	CR_01	CR_01_A066	32059924	32159924	pri.chr5	16702506	16828063	+	0.52878	7	false	false
Cuckoo	CR_01	CR_01_A066	32059924	32159924	pri.CM030640.1	64028159	64138022	-	0.58416	8	false	false
Stork	CR_01	CR_01_A067	32159924	32259924	pri.CM030196.1	67829474	67945697	+	0.54746	7	false	false
Flamingo	CR_01	CR_01_A067	32159924	32259924	pri.chr4	68006847	68124986	-	0.42674	5	false	false
Dove	CR_01	CR_01_A067	32159924	32259924	1.LR594554.2	23280763	23391752	+	0.5634	7	false	false
Sandgrouse	CR_01	CR_01_A067	32159924	32259924	pri.chr15	2935153	3042670	+	0.59422	6	false	false
Turaco	CR_01	CR_01_A067	32159924	32259924	pri.chr5	16813391	16923870	+	0.58459	6	false	false
Cuckoo	CR_01	CR_01_A067	32159924	32259924	pri.CM030640.1	63923127	64034516	-	0.47092	7	false	false
Stork	CR_01	CR_01_A068	32259924	32359924	pri.CM030196.1	67711178	67838385	+	0.74372	9	false	false
Flamingo	CR_01	CR_01_A068	32259924	32359924	pri.chr4	67900277	68015666	-	0.68759	9	false	false
Dove	CR_01	CR_01_A068	32259924	32359924	1.LR594554.2	23383030	23499034	+	0.71662	8	false	false
Sandgrouse	CR_01	CR_01_A068	32259924	32359924	pri.chr15	2829530	2943724	+	0.48572	6	false	false
Turaco	CR_01	CR_01_A068	32259924	32359924	pri.chr5	16933195	17042654	+	0.7036	8	false	false
Cuckoo	CR_01	CR_01_A068	32259924	32359924	pri.CM030640.1	63812946	63931578	-	0.65523	8	false	false
Stork	CR_01	CR_01_A069	32359924	32459924	pri.CM030196.1	67609239	67728653	+	0.70438	6	false	false
Flamingo	CR_01	CR_01_A069	32359924	32459924	pri.chr4	67791446	67910017	-	0.67124	7	false	false
Dove	CR_01	CR_01_A069	32359924	32459924	1.LR594554.2	23482919	23596039	+	0.64991	6	false	false
Sandgrouse	CR_01	CR_01_A069	32359924	32459924	pri.chr15	2742315	2845919	+	0.706	8	false	false
Turaco	CR_01	CR_01_A069	32359924	32459924	pri.chr5	17025033	17144979	+	0.69154	6	false	false
Cuckoo	CR_01	CR_01_A069	32359924	32459924	pri.CM030640.1	63704823	63829861	-	0.61284	6	false	false
Stork	CR_01	CR_01_A070	32459924	32559924	pri.CM030196.1	67501614	67625924	+	0.78516	6	false	false
Flamingo	CR_01	CR_01_A070	32459924	32559924	pri.chr4	67692810	67808024	-	0.88815	8	false	false
Dove	CR_01	CR_01_A070	32459924	32559924	1.LR594554.2	23579002	23693375	+	0.9062	7	false	false
Sandgrouse	CR_01	CR_01_A070	32459924	32559924	pri.chr15	2654849	2757943	+	0.68402	7	false	false
Turaco	CR_01	CR_01_A070	32459924	32559924	pri.chr5	17128137	17246602	+	0.90581	7	false	false
Cuckoo	CR_01	CR_01_A070	32459924	32559924	pri.CM030640.1	63602501	63720989	-	0.86754	9	false	false
Stork	CR_01	CR_01_A071	32559924	32659924	pri.CM030196.1	67381758	67512750	+	0.51364	6	false	false
Flamingo	CR_01	CR_01_A071	32559924	32659924	pri.chr4	67563412	67680782	-	0.47562	5	false	false
Dove	CR_01	CR_01_A071	32559924	32659924	1.LR594554.2	23682907	23779338	+	0.45074	5	false	false
Sandgrouse	CR_01	CR_01_A071	32559924	32659924	pri.chr15	2540833	2659998	+	0.65054	7	false	false
Turaco	CR_01	CR_01_A071	32559924	32659924	pri.chr5	17235585	17363316	+	0.51364	6	false	false
Cuckoo	CR_01	CR_01_A071	32559924	32659924	pri.CM030640.1	63495809	63613507	-	0.53219	7	false	false
Stork	CR_01	CR_01_A072	32659924	32759924	pri.CM030196.1	67298926	67406351	+	0.81047	6	false	false
Flamingo	CR_01	CR_01_A072	32659924	32759924	pri.chr4	67482474	67583500	-	0.71502	6	false	false
Dove	CR_01	CR_01_A072	32659924	32759924	1.LR594554.2	23856471	23925041	+	0.59649	6	false	false
Sandgrouse	CR_01	CR_01_A072	32659924	32759924	pri.chr15	2509646	2574797	+	0.59126	4	false	false
Turaco	CR_01	CR_01_A072	32659924	32759924	pri.chr5	17339188	17439913	+	0.83364	6	false	false
Cuckoo	CR_01	CR_01_A072	32659924	32759924	pri.CM030640.1	63433956	63507395	-	0.47565	5	false	false
Stork	CR_01	CR_01_A073	32759924	32859924	pri.CM030196.1	67165194	67276354	+	0.4059	6	false	false
Flamingo	CR_01	CR_01_A073	32759924	32859924	pri.chr4	67348289	67408325	-	0.26834	4	false	false
Dove	CR_01	CR_01_A073	32759924	32859924	1.LR594554.2	23952734	24054028	+	0.34035	5	false	false
Sandgrouse	CR_01	CR_01_A073	32759924	32859924	pri.chr15	2365135	2464069	+	0.43709	5	false	false
Turaco	CR_01	CR_01_A073	32759924	32859924	pri.chr5	17467646	17576429	+	0.25172	5	false	false
Cuckoo	CR_01	CR_01_A073	32759924	32859924					0.15617	3	false	true
Stork	CR_01	CR_01_A074	32859924	32959924	pri.CM030196.1	67077841	67171888	+	0.64922	5	false	false
Flamingo	CR_01	CR_01_A074	32859924	32959924	pri.chr4	67274352	67362890	-	0.72541	5	false	false
Dove	CR_01	CR_01_A074	32859924	32959924	1.LR594554.2	24043874	24140737	+	0.66964	5	false	false
Sandgrouse	CR_01	CR_01_A074	32859924	32959924	pri.chr15	2296601	2377781	+	0.69027	5	false	false
Turaco	CR_01	CR_01_A074	32859924	32959924	pri.chr5	17562136	17649512	+	0.72474	5	false	false
Cuckoo	CR_01	CR_01_A074	32859924	32959924	pri.CM030640.1	63165670	63251125	-	0.78028	7	false	false
Stork	CR_01	CR_01_A075	32959924	33059924	pri.CM030196.1	66925244	67039105	+	0.7227	10	false	false
Flamingo	CR_01	CR_01_A075	32959924	33059924	pri.chr4	67124415	67239597	-	0.75199	9	false	false
Dove	CR_01	CR_01_A075	32959924	33059924	1.LR594554.2	24175190	24288531	+	0.70273	8	false	false
Sandgrouse	CR_01	CR_01_A075	32959924	33059924	pri.chr15	2166306	2268305	+	0.71327	7	false	false
Turaco	CR_01	CR_01_A075	32959924	33059924	pri.chr5	17681944	17797956	+	0.76385	9	false	false
Cuckoo	CR_01	CR_01_A075	32959924	33059924	pri.CM030640.1	63022135	63130801	-	0.63819	7	false	false
Stork	CR_01	CR_01_A076	33059924	33159924	pri.CM030196.1	66821449	66936560	+	0.78193	6	false	false
Flamingo	CR_01	CR_01_A076	33059924	33159924	pri.chr4	67023425	67135629	-	0.72996	6	false	false
Dove	CR_01	CR_01_A076	33059924	33159924	1.LR594554.2	24277847	24505047	+	0.75569	7	false	false
Sandgrouse	CR_01	CR_01_A076	33059924	33159924	pri.chr15	2072503	2177274	+	0.82174	6	false	false
Turaco	CR_01	CR_01_A076	33059924	33159924	pri.chr5	17786754	17909009	+	0.78017	6	false	false
Cuckoo	CR_01	CR_01_A076	33059924	33159924	pri.CM030640.1	62919672	63033148	-	0.80106	7	false	false
Stork	CR_01	CR_01_A077	33159924	33188482	pri.CM030196.1	66796016	66834056	+	0.801911898592	3	false	false
Flamingo	CR_01	CR_01_A077	33159924	33188482	pri.chr4	66995085	67032979	-	0.649485258071	2	false	false
Dove	CR_01	CR_01_A077	33159924	33188482	1.LR594554.2	24419777	24505047	+	1	1	false	false
Sandgrouse	CR_01	CR_01_A077	33159924	33188482	pri.chr15	2048293	2083310	+	0.720988864766	2	false	false
Turaco	CR_01	CR_01_A077	33159924	33188482	pri.chr5	17896455	17933276	+	0.780236711254	3	false	false
Cuckoo	CR_01	CR_01_A077	33159924	33188482	pri.CM030640.1	62896493	62930852	-	0.761082708873	3	false	false
Stork	CR_02	CR_02_A001	34237192	34337192	pri.CM030196.1	75826053	75958180	+	0.84565	4	false	false
Flamingo	CR_02	CR_02_A001	34237192	34337192	pri.chr4	75879797	76009500	-	0.83645	5	false	false
Dove	CR_02	CR_02_A001	34237192	34337192	1.LR594554.2	15327149	15445961	+	0.98374	1	false	false
Sandgrouse	CR_02	CR_02_A001	34237192	34337192	pri.chr15	10047769	10126456	+	0.25935	3	false	false
Turaco	CR_02	CR_02_A001	34237192	34337192	pri.chr5	9082479	9206637	+	1	1	false	false
Cuckoo	CR_02	CR_02_A001	34237192	34337192	pri.CM030640.1	71475987	71587513	-	0.66223	2	false	false
Stork	CR_02	CR_02_A002	34337192	34437192	pri.CM030196.1	75525557	75833121	+	0.25285	4	false	false
Flamingo	CR_02	CR_02_A002	34337192	34437192	pri.chr4	75757553	75886883	-	0.50152	8	false	false
Dove	CR_02	CR_02_A002	34337192	34437192	1.LR594554.2	15483605	15561889	+	0.49175	5	false	false
Sandgrouse	CR_02	CR_02_A002	34337192	34437192	pri.chr15	9920113	9979134	+	0.38149	5	false	false
