species	reference_position	left_run_id	right_run_id	left_query_chrom	right_query_chrom	left_relative_orientation	right_relative_orientation	reference_gap_bp	query_gap_bp	same_query_chromosome	relative_orientation_switch	query_order_consistent	query_order_reversal	query_overlap	query_jump_bp	reference_query_gap_discrepancy	scaffold_or_chromosome_switch	score_chromosome_switch	score_orientation_switch	score_order_reversal	score_query_jump	score_gap_discrepancy	breakpoint_score	evidence	persistent_regime_change	left_support_bp	right_support_bp	left_support_blocks	right_support_blocks
Cuckoo	2109198	CUC_R0009	CUC_R0010	CM030646.1	CM030646.1	-	+	1381	5992	1	1	0	1	0	5992	4611	0	0	3	3	0.00494981210545	0.0108764968291	6.01582630893	orientation_switch,order_reversal	0	125120	5122	6	1
Cuckoo	2115861	CUC_R0010	CUC_R0011	CM030646.1	CM030646.1	+	-	1700	4217	1	1	0	1	0	4217	2517	0	0	3	3	0.00348353765832	0.00593713782671	6.00942067549	orientation_switch,order_reversal	0	5122	5530093	1	199
Cuckoo	2571726	CUC_R0011	CUC_R0012	CM030646.1	CM030646.1	-	-	108969	132915	1	0	1	0	0	132915	23946	0	0	0	0	0.109797108811	0.0564841884777	0.166281297289	weak_gap_signal	0	400530	5129563	15	184
Cuckoo	6112630	CUC_R0012	CUC_R0013	CM030646.1	CM030646.1	-	-	107350	115451	1	0	1	0	0	115451	8101	0	0	0	0	0.0953706203915	0.0191087618332	0.114479382225	weak_gap_signal	0	3833275	1696818	131	68
Cuckoo	7870332	CUC_R0013	CUC_R0014	CM030646.1	CM030641.1	-	-	14419		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	5530093	8389	199	1
Cuckoo	7886520	CUC_R0014	CUC_R0015	CM030641.1	CM030646.1	-	-	1179		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	8389	1510093	1	61
Cuckoo	9307800	CUC_R0015	CUC_R0016	CM030646.1	CM030646.1	-	-	104622	121546	1	0	1	0	0	121546	16924	0	0	0	0	0.100405517718	0.0399205882317	0.14032610595	weak_gap_signal	0	1368379	141714	52	9
Cuckoo	9516198	CUC_R0016	CUC_R0017	CM030646.1	CM030646.1	-	+	28746	20515436	1	1	0	1	0	20515436	20486690	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	1510093	64616	61	2
Cuckoo	9598638	CUC_R0017	CUC_R0018	CM030646.1	CM030646.1	+	-	6902	10534290	1	1	0	1	0	10534290	10527388	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	64616	1836707	2	84
Cuckoo	11018540	CUC_R0018	CUC_R0019	CM030646.1	CM030646.1	-	-	132663	-10499165	1	0	0	1	10499165	10499165	10366502	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1350120	486587	70	14
Cuckoo	11183670	CUC_R0019	CUC_R0020	CM030646.1	CM030646.1	-	-	186892	248064	1	0	1	0	0	248064	61172	0	0	0	0	0.204918256029	0.144293442644	0.349211698673	weak_gap_signal	1	1355472	481235	71	13
Cuckoo	11304692	CUC_R0020	CUC_R0021	CM030646.1	CM030646.1	-	-	44279	-1655112	1	0	0	1	1655112	1655112	1610833	0	0	0	3	1.36723855365	2	6.36723855365	order_reversal,large_query_jump,gap_discrepancy	1	1360909	475798	72	12
Cuckoo	11504523	CUC_R0021	CUC_R0022	CM030646.1	CM030646.1	-	-	144880	189312	1	0	1	0	0	189312	44432	0	0	0	0	0.156384984864	0.104806876407	0.261191861271	weak_gap_signal	0	1466160	370547	74	10
Cuckoo	11646684	CUC_R0022	CUC_R0023	CM030646.1	CM030646.1	-	-	128121	164142	1	0	1	0	0	164142	36021	0	0	0	0	0.135592800169	0.0849668818656	0.220559682035	weak_gap_signal	0	1471821	364886	75	9
Cuckoo	11942006	CUC_R0023	CUC_R0024	CM030646.1	CM030646.1	-	-	138623	169014	1	0	1	0	0	169014	30391	0	0	0	0	0.13961741375	0.0716867523605	0.21130416611	weak_gap_signal	0	1633770	202937	78	6
Cuckoo	12214254	CUC_R0024	CUC_R0025	CM030646.1	CM030646.1	-	+	0	1850786	1	1	0	1	0	1850786	1850786	0	0	3	3	1.52887899656	2	9.52887899656	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1836707	2031636	84	86
Cuckoo	14121856	CUC_R0025	CUC_R0026	CM030646.1	CM030646.1	+	+	61153	320096	1	0	1	0	0	320096	258943	0	0	0	0	0.264421738269	0.610798681073	0.875220419341	weak_gap_signal	0	1877026	154610	76	10
Cuckoo	14318518	CUC_R0026	CUC_R0027	CM030646.1	CM030646.1	+	-	22951	2568532	1	1	0	1	0	2568532	2545581	0	0	3	3	2.12178751449	2	10.1217875145	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2031636	4104379	86	180
Cuckoo	17536226	CUC_R0027	CUC_R0028	CM030646.1	CM030646.1	-	-	129232	159772	1	0	1	0	0	159772	30540	0	0	0	0	0.131982873784	0.0720382158234	0.204021089607	weak_gap_signal	0	3141616	962763	124	56
Cuckoo	18563605	CUC_R0028	CUC_R0029	CM030646.1	CM030646.1	-	+	0	7	1	1	0	1	0	7	7	0	0	3	3	5.78249077739e-06	1.65117063119e-05	6.0000222942	orientation_switch,order_reversal	0	4104379	19632	180	1
Cuckoo	18584410	CUC_R0029	CUC_R0030	CM030646.1	CM030646.1	+	-	2345	975	1	1	0	1	0	975	1370	0	0	3	3	0.000805418358279	0.00323157680675	6.00403699517	orientation_switch,order_reversal	0	19632	92449	1	1
Cuckoo	18985912	CUC_R0030	CUC_R0031	CM030646.1	CM030646.1	-	+	615761	46831	1	1	0	1	0	46831	568930	0	0	3	3	0.0386856893709	1.34200072457	7.38068641394	orientation_switch,order_reversal,gap_discrepancy	0	92449	410355	1	8
Cuckoo	19760078	CUC_R0031	CUC_R0032	CM030646.1	CM030640.1	+	-	111863		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	410355	582438	8	13
Cuckoo	20440462	CUC_R0032	CUC_R0033	CM030640.1	CM030640.1	-	-	103141	143088	1	0	1	0	0	143088	39947	0	0	0	0	0.118200720051	0.0942275902914	0.212428310342	weak_gap_signal	0	572882	9556	12	1
Cuckoo	20512362	CUC_R0033	CUC_R0034	CM030640.1	CM030640.1	-	+	21547	21650	1	1	0	1	0	21650	103	0	0	3	3	0.0178844179044	0.000242957964303	6.01812737587	orientation_switch,order_reversal	0	582438	34342	13	1
Cuckoo	20558392	CUC_R0034	CUC_R0035	CM030640.1	CM030640.1	+	-	1828	361	1	1	0	1	0	361	1467	0	0	3	3	0.000298211310091	0.00346038187993	6.00375859319	orientation_switch,order_reversal	0	34342	311629	1	10
Cuckoo	20909986	CUC_R0035	CUC_R0036	CM030640.1	CM030640.1	-	-	108539	130419	1	0	1	0	0	130419	21880	0	0	0	0	0.107735237814	0.0516108763005	0.159346114114	weak_gap_signal	0	296410	15219	9	1
Cuckoo	20982738	CUC_R0036	CUC_R0037	CM030640.1	CM030640.1	-	+	6527	16463	1	1	0	1	0	16463	9936	0	0	3	3	0.0135995922383	0.0234371877021	6.03703677994	orientation_switch,order_reversal	0	311629	5748	10	1
Cuckoo	20996258	CUC_R0037	CUC_R0038	CM030640.1	CM030640.1	+	-	9018	10648	1	1	0	1	0	10648	1630	0	0	3	3	0.00879599454252	0.00384486875547	6.0126408633	orientation_switch,order_reversal	0	5748	192756	1	9
Cuckoo	21193523	CUC_R0038	CUC_R0039	CM030640.1	CM030640.1	-	+	0	2369	1	1	0	1	0	2369	2369	0	0	3	3	0.00195696009309	0.00558803317897	6.00754499327	orientation_switch,order_reversal	0	192756	129302	9	1
Cuckoo	21325078	CUC_R0039	CUC_R0040	CM030640.1	CM030640.1	+	-	4506	830	1	1	0	1	0	830	3676	0	0	3	3	0.000685638192176	0.00867100462891	6.00935664282	orientation_switch,order_reversal	0	129302	3876891	1	115
Cuckoo	25212956	CUC_R0040	CUC_R0041	CM030640.1	CM030640.1	-	+	17467	3168	1	1	0	1	0	3168	14299	0	0	3	3	0.00261699011182	0.0337286983647	6.03634568848	orientation_switch,order_reversal	1	3876891	330906	115	18
Cuckoo	25559080	CUC_R0041	CUC_R0042	CM030640.1	CM030640.1	+	-	12969	29109000	1	1	0	1	0	29109000	29096031	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	330906	890378	18	34
Cuckoo	26456110	CUC_R0042	CUC_R0043	CM030640.1	CM030640.1	-	+	336	351246	1	1	0	1	0	351246	350910	0	0	3	3	0.290153822228	0.827731837413	7.11788565964	orientation_switch,order_reversal	0	890378	28808	34	1
Cuckoo	26492339	CUC_R0043	CUC_R0044	CM030640.1	CM030640.1	+	-	14506	323997	1	1	0	1	0	323997	309491	0	0	3	3	0.267644237772	0.730032071166	6.99767630894	orientation_switch,order_reversal	0	28808	1552672	1	76
Cuckoo	28052426	CUC_R0044	CUC_R0045	CM030640.1	CM030640.1	-	+	324	4	1	1	0	1	0	4	320	0	0	3	3	3.30428044422e-06	0.00075482085997	6.00075812514	orientation_switch,order_reversal	0	1552672	52434	76	1
Cuckoo	28110928	CUC_R0045	CUC_R0046	CM030640.1	CM030640.1	+	-	11813	18407	1	1	0	1	0	18407	6594	0	0	3	3	0.0152054725342	0.0155540273458	6.03075949988	orientation_switch,order_reversal	0	52434	6371844	1	280
Cuckoo	33234418	CUC_R0046	CUC_R0047	CM030640.1	CM030640.1	-	-	4423	15114855	1	0	1	0	0	15114855	15110432	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	5115371	1256473	252	28
Cuckoo	34021636	CUC_R0047	CUC_R0048	CM030640.1	CM030640.1	-	-	59206	-30399769	1	0	0	1	30399769	30399769	30340563	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	5870775	501069	264	16
Cuckoo	34063361	CUC_R0048	CUC_R0049	CM030640.1	CM030640.1	-	-	4842	19533898	1	0	1	0	0	19533898	19529056	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	5880476	491368	265	15
Cuckoo	34228219	CUC_R0049	CUC_R0050	CM030640.1	CM030640.1	-	-	20854	-14045219	1	0	0	1	14045219	14045219	14024365	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	6032486	339358	267	13
Cuckoo	34586958	CUC_R0050	CUC_R0051	CM030640.1	CM030640.1	-	+	17908	5673960	1	1	0	1	0	5673960	5656052	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	6371844	5389	280	1
Cuckoo	34613121	CUC_R0051	CUC_R0052	CM030640.1	CM030640.1	+	-	23640	54562	1	1	0	1	0	54562	30922	0	0	3	3	0.0450720373994	0.072939283225	6.11801132062	orientation_switch,order_reversal	0	5389	112148	1	4
Cuckoo	34746148	CUC_R0052	CUC_R0053	CM030640.1	CM030640.1	-	+	18119	14446	1	1	0	1	0	14446	3673	0	0	3	3	0.0119334088243	0.00866392818335	6.02059733701	orientation_switch,order_reversal	0	112148	2496808	4	95
Cuckoo	35025574	CUC_R0053	CUC_R0054	CM030640.1	CM030640.1	+	+	1793	-29367678	1	0	0	1	29367678	29367678	29365885	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	269469	2227339	7	88
Cuckoo	37260087	CUC_R0054	CUC_R0055	CM030640.1	CM030640.1	+	-	12556	3267984	1	1	0	1	0	3267984	3255428	0	0	3	3	2.69958390581	2	10.6995839058	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2496808	1921608	95	81
Cuckoo	39216450	CUC_R0055	CUC_R0056	CM030640.1	CM030640.1	-	+	56955	16004014	1	1	0	1	0	16004014	15947059	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1921608	2980004	81	168
Cuckoo	42261258	CUC_R0056	CUC_R0057	CM030640.1	CM030640.1	+	-	72653	2543747	1	1	0	1	0	2543747	2471094	0	0	3	3	2.10131336679	2	10.1013133668	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	2980004	98106	168	4
Cuckoo	42395904	CUC_R0057	CUC_R0058	CM030640.1	CM030640.1	-	+	427	11291	1	1	0	1	0	11291	10864	0	0	3	3	0.00932715762393	0.025626168196	6.03495332582	orientation_switch,order_reversal	0	98106	12347	4	1
Cuckoo	42409404	CUC_R0058	CUC_R0059	CM030640.1	CM030640.1	+	-	1879	200	1	1	0	1	0	200	1679	0	0	3	3	0.000165214022211	0.00396045069966	6.00412566472	orientation_switch,order_reversal	0	12347	160071	1	3
Cuckoo	42574521	CUC_R0059	CUC_R0060	CM030640.1	CM030640.1	-	+	8212	2378	1	1	0	1	0	2378	5834	0	0	3	3	0.00196439472409	0.0137613278033	6.01572572253	orientation_switch,order_reversal	0	160071	46529	3	1
Cuckoo	42651966	CUC_R0060	CUC_R0061	CM030640.1	CM030640.1	+	-	53619	72620	1	1	0	1	0	72620	19001	0	0	3	3	0.0599892114649	0.0448198473759	6.10480905884	orientation_switch,order_reversal	0	46529	1820393	1	67
Cuckoo	42954958	CUC_R0061	CUC_R0062	CM030640.1	CM030640.1	-	-	115451	132569	1	0	1	0	0	132569	17118	0	0	0	0	0.109511288553	0.040378198378	0.149889486931	weak_gap_signal	0	218457	1601936	9	58
Cuckoo	44645736	CUC_R0062	CUC_R0063	CM030640.1	CM030640.1	-	+	62234	39152414	1	1	0	1	0	39152414	39090180	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1820393	1415025	67	45
Cuckoo	44798312	CUC_R0063	CUC_R0064	CM030640.1	CM030640.1	+	+	156504	234765	1	0	1	0	0	234765	78261	0	0	0	0	0.193932349622	0.184603235382	0.378535585004	weak_gap_signal	0	43207	1371818	1	44
Cuckoo	45370195	CUC_R0064	CUC_R0065	CM030640.1	CM030640.1	+	+	171924	242600	1	0	1	0	0	242600	70676	0	0	0	0	0.200404608942	0.166711622185	0.367116231127	weak_gap_signal	1	450876	964149	20	25
Cuckoo	45639596	CUC_R0065	CUC_R0066	CM030640.1	CM030640.1	+	+	333855	-19217957	1	0	0	1	19217957	19217957	18884102	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	467387	947638	21	24
Cuckoo	46090084	CUC_R0066	CUC_R0067	CM030640.1	CM030640.1	+	+	115834	180343	1	0	1	0	0	180343	64509	0	0	0	0	0.148975962038	0.152164808924	0.301140770963	weak_gap_signal	0	693031	721994	26	19
Cuckoo	46217272	CUC_R0067	CUC_R0068	CM030640.1	CM030640.1	+	+	126290	168682	1	0	1	0	0	168682	42392	0	0	0	0	0.139343158473	0.0999948934246	0.239338051898	weak_gap_signal	0	699157	715868	27	18
Cuckoo	46422659	CUC_R0068	CUC_R0069	CM030640.1	CM030640.1	+	+	13090	499717	1	0	1	0	0	499717	486627	0	0	0	0	0.412801277686	1.1478631582	1.56066443589	gap_discrepancy	1	834854	580171	31	14
Cuckoo	47143089	CUC_R0069	CUC_R0070	CM030640.1	CM030640.1	+	-	267428	1388945	1	1	0	1	0	1388945	1121517	0	0	3	3	1.1473659504	2	9.1473659504	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1415025	1029282	45	37
Cuckoo	47335261	CUC_R0070	CUC_R0071	CM030640.1	CM030640.1	-	-	103304	91206	1	0	1	0	0	91206	12098	0	0	0	0	0.075342550549	0.0285369461373	0.103879496686	weak_gap_signal	0	6806	1022476	1	36
Cuckoo	47482006	CUC_R0071	CUC_R0072	CM030640.1	CM030640.1	-	-	125605	163638	1	0	1	0	0	163638	38033	0	0	0	0	0.135176460833	0.0897128180227	0.224889278856	weak_gap_signal	0	39097	990185	3	34
Cuckoo	48539278	CUC_R0072	CUC_R0073	CM030640.1	CM030640.1	-	+	8569	3559	1	1	0	1	0	3559	5010	0	0	3	3	0.00293998352525	0.0118176640889	6.01475764761	orientation_switch,order_reversal	0	1029282	5502	37	1
Cuckoo	48556564	CUC_R0073	CUC_R0074	CM030640.1	CM030640.1	+	-	14997	24001	1	1	0	1	0	24001	9004	0	0	3	3	0.0198265087355	0.0212387719474	6.04106528068	orientation_switch,order_reversal	0	5502	1038727	1	34
Cuckoo	49158102	CUC_R0074	CUC_R0075	CM030640.1	CM030640.1	-	-	15852	10266571	1	0	1	0	0	10266571	10250719	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	586114	452613	23	11
Cuckoo	49634497	CUC_R0075	CUC_R0076	CM030640.1	CM030640.1	-	+	31712	29412184	1	1	0	1	0	29412184	29380472	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1038727	1331528	34	60
Cuckoo	50989256	CUC_R0076	CUC_R0077	CM030640.1	CM030640.1	+	-	14750	19175261	1	1	0	1	0	19175261	19160511	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1331528	789312	60	38
Cuckoo	51791966	CUC_R0077	CUC_R0078	CM030640.1	CM030640.1	-	+	12047	13008231	1	1	0	1	0	13008231	12996184	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	789312	5400827	38	205
Cuckoo	57203140	CUC_R0078	CUC_R0079	CM030640.1	CM030640.1	+	-	8646	14199821	1	1	0	1	0	14199821	14191175	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	5400827	926936	205	53
Cuckoo	58163165	CUC_R0079	CUC_R0080	CM030640.1	CM030640.1	-	+	57532	2426833	1	1	0	1	0	2426833	2369301	0	0	3	3	2.00473420582	2	10.0047342058	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	926936	2823814	53	164
Cuckoo	61035423	CUC_R0080	CUC_R0081	CM030640.1	CM030640.1	+	-	39356	16008761	1	1	0	1	0	16008761	15969405	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2823814	6021168	164	234
Cuckoo	61442245	CUC_R0081	CUC_R0082	CM030640.1	CM030640.1	-	-	192834	339113	1	0	1	0	0	339113	146279	0	0	0	0	0.28013111357	0.345045126799	0.625176240369	weak_gap_signal	1	290727	5730441	11	223
Cuckoo	66540341	CUC_R0082	CUC_R0083	CM030640.1	CM030640.1	-	-	141870	185367	1	0	1	0	0	185367	43497	0	0	0	0	0.153126138276	0.102601384207	0.255727522483	weak_gap_signal	0	5221471	799697	209	25
Cuckoo	66833808	CUC_R0083	CUC_R0084	CM030640.1	CM030640.1	-	-	142347	176133	1	0	1	0	0	176133	33786	0	0	0	0	0.145498206871	0.0796949299218	0.225193136792	weak_gap_signal	0	5372829	648339	214	20
Cuckoo	67554811	CUC_R0084	CUC_R0085	CM030640.1	CM030640.1	-	+	2982	7784	1	1	0	1	0	7784	4802	0	0	3	3	0.00643012974446	0.0113270305299	6.01775716027	orientation_switch,order_reversal	0	6021168	17057	234	1
Cuckoo	67576260	CUC_R0085	CUC_R0086	CM030640.1	CM030640.1	+	-	5802	4296	1	1	0	1	0	4296	1506	0	0	3	3	0.0035487971971	0.00355237567224	6.00710117287	orientation_switch,order_reversal	0	17057	3178933	1	125
Cuckoo	70395054	CUC_R0086	CUC_R0087	CM030640.1	CM030640.1	-	-	116745	133051	1	0	1	0	0	133051	16306	0	0	0	0	0.109909454346	0.0384628404459	0.148372294792	weak_gap_signal	0	2757520	421413	107	18
Cuckoo	70929936	CUC_R0087	CUC_R0088	CM030640.1	CM030640.1	-	-	122701	150736	1	0	1	0	0	150736	28035	0	0	0	0	0.12451850426	0.066129383779	0.190647888039	weak_gap_signal	0	3172679	6254	124	1
Cuckoo	71049844	CUC_R0088	CUC_R0089	CM030640.1	CM030640.1	-	+	104609	125843	1	1	0	1	0	125843	21234	0	0	3	3	0.103955140986	0.0500870816894	6.15404222268	orientation_switch,order_reversal	0	3178933	7167	125	1
Cuckoo	71113674	CUC_R0089	CUC_R0090	CM030640.1	CM030640.1	+	-	8715	2296	1	1	0	1	0	2296	6419	0	0	3	3	0.00189665697498	0.015141234688	6.01703789166	orientation_switch,order_reversal	0	7167	5436441	1	224
Cuckoo	71223477	CUC_R0090	CUC_R0091	CM030640.1	CM030640.1	-	-	193798	233168	1	0	1	0	0	233168	39370	0	0	0	0	0.192613115655	0.0928665539282	0.285479669583	weak_gap_signal	0	8547	5427894	1	223
Cuckoo	71468344	CUC_R0091	CUC_R0092	CM030640.1	CM030640.1	-	-	131069	144204	1	0	1	0	0	144204	13135	0	0	0	0	0.119122614295	0.0309830374866	0.150105651781	weak_gap_signal	0	90980	5345461	3	221
Cuckoo	72378832	CUC_R0092	CUC_R0093	CM030640.1	CM030640.1	-	-	204014	257117	1	0	1	0	0	257117	53103	0	0	0	0	0.212396668744	0.125260162897	0.337656831641	weak_gap_signal	1	833927	4602514	23	201
Cuckoo	72661104	CUC_R0093	CUC_R0094	CM030640.1	CM030640.1	-	-	149743	171098	1	0	1	0	0	171098	21355	0	0	0	0	0.141338943861	0.0503724983271	0.191711442189	weak_gap_signal	0	939321	4497120	28	196
Cuckoo	76152240	CUC_R0094	CUC_R0095	CM030640.1	CM030640.1	-	-	0	-37495	1	0	0	1	37495	37495	37495	0	0	0	3	0.030973498814	0.0884437754519	3.11941727427	order_reversal	1	4355585	1080856	177	47
Cuckoo	77233353	CUC_R0095	CUC_R0096	CM030640.1	CM030640.1	-	+	514	39357	1	1	0	1	0	39357	38843	0	0	3	3	0.0325116413608	0.0916234583245	6.12413509969	orientation_switch,order_reversal	0	5436441	54239	224	1
Cuckoo	77288634	CUC_R0096	CUC_R0097	CM030640.1	CM030640.1	+	-	1570	1557	1	1	0	1	0	1557	13	0	0	3	3	0.00128619116291	3.06645974363e-05	6.00131685576	orientation_switch,order_reversal	0	54239	7656240	1	315
Cuckoo	84945659	CUC_R0097	CUC_R0098	CM030640.1	CM030640.1	-	+	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	7656240	5168	315	1
Cuckoo	84950827	CUC_R0098	CUC_R0099	CM030640.1	CM030640.1	+	-	0	360	1	1	0	1	0	360	360	0	0	3	3	0.00029738523998	0.000849173467467	6.00114655871	orientation_switch,order_reversal	0	5168	2428240	1	105
Cuckoo	85776706	CUC_R0099	CUC_R0100	CM030640.1	CM030640.1	-	-	301957	109106	1	0	1	0	0	109106	192851	0	0	0	0	0.0901292055369	0.454899867707	0.545029073244	weak_gap_signal	0	674900	1753340	28	77
Cuckoo	86365816	CUC_R0100	CUC_R0101	CM030640.1	CM030640.1	-	-	138560	153665	1	0	1	0	0	153665	15105	0	0	0	0	0.126938063615	0.0356299034058	0.162567967021	weak_gap_signal	0	1043752	1384488	44	61
Cuckoo	86564460	CUC_R0101	CUC_R0102	CM030640.1	CM030640.1	-	-	125457	152023	1	0	1	0	0	152023	26566	0	0	0	0	0.125581656493	0.0626642842687	0.188245940762	weak_gap_signal	0	1110387	1317853	46	59
Cuckoo	86820133	CUC_R0102	CUC_R0103	CM030640.1	CM030640.1	-	-	171460	193905	1	0	1	0	0	193905	22445	0	0	0	0	0.160179124884	0.0529436068814	0.213122731766	weak_gap_signal	0	1217602	1210638	50	55
Cuckoo	87013998	CUC_R0103	CUC_R0104	CM030640.1	CM030640.1	-	-	122909	136010	1	0	1	0	0	136010	13101	0	0	0	0	0.112353795805	0.0309028377702	0.143256633575	weak_gap_signal	0	1264283	1163957	53	52
Cuckoo	88092343	CUC_R0104	CUC_R0105	CM030640.1	CM030640.1	-	-	118878	155802	1	0	1	0	0	155802	36924	0	0	0	0	0.128703375443	0.0870968919798	0.215800267423	weak_gap_signal	0	2221734	206506	92	13
Cuckoo	88231826	CUC_R0105	CUC_R0106	CM030640.1	CM030640.1	-	-	149388	185583	1	0	1	0	0	185583	36195	0	0	0	0	0.15330456942	0.0853773157082	0.238681885128	weak_gap_signal	0	2227084	201156	93	12
Cuckoo	88615100	CUC_R0106	CUC_R0107	CM030640.1	CM030640.1	-	-	492774	766496	1	0	1	0	0	766496	273722	0	0	0	0	0.633179435844	0.645659610728	1.27883904657	weak_gap_signal	0	2289277	138963	95	10
Cuckoo	89027640	CUC_R0107	CUC_R0108	CM030640.1	CM030640.1	-	-	125982	162780	1	0	1	0	0	162780	36798	0	0	0	0	0.134467692678	0.0867996812662	0.221267373944	weak_gap_signal	0	2392439	35801	101	4
Cuckoo	89206775	CUC_R0108	CUC_R0109	CM030640.1	CM030640.1	-	-	217736	332499	1	0	1	0	0	332499	114763	0	0	0	0	0.274667485856	0.270704707352	0.545372193208	weak_gap_signal	0	2399715	28525	102	3
Cuckoo	89851786	CUC_R0109	CUC_R0110	CM030640.1	CM030640.1	-	-	1060509	1531245	1	0	1	0	0	1531245	470736	0	0	0	0	1.2649157272	1.11037922606	2.37529495326	large_query_jump,gap_discrepancy	0	2405603	22637	103	2
Cuckoo	90478328	CUC_R0110	CUC_R0111	CM030640.1	CM030640.1	-	-	164809	196832	1	0	1	0	0	196832	32023	0	0	0	0	0.162597032099	0.0755363387464	0.238133370846	weak_gap_signal	0	2419487	8753	104	1
Cuckoo	90660636	CUC_R0111	CUC_R0112	CM030640.1	CM030640.1	-	+	182300	902803	1	1	0	1	0	902803	720503	0	0	3	3	0.745778574472	1.69953341897	8.44531199344	orientation_switch,order_reversal,gap_discrepancy	0	2428240	74171	105	2
Cuckoo	90826054	CUC_R0112	CUC_R0113	CM030640.1	CM030640.1	+	-	194	3021	1	1	0	1	0	3021	2827	0	0	3	3	0.0024955578055	0.0066683705348	6.00916392834	orientation_switch,order_reversal	0	74171	75964	2	2
Cuckoo	90972618	CUC_R0113	CUC_R0114	CM030640.1	CM030640.1	-	+	141007	182058	1	1	0	1	0	182058	41051	0	0	3	3	0.150392672279	0.0968317222583	6.24722439454	orientation_switch,order_reversal	0	75964	8745	2	1
Cuckoo	91054006	CUC_R0114	CUC_R0115	CM030640.1	CM030640.1	+	-	4277	84091	1	1	0	1	0	84091	79814	0	0	3	3	0.0694650617088	0.188266475368	6.25773153708	orientation_switch,order_reversal	0	8745	7228	1	1
